# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
16549.6000 M91 920835 4 13825.6000 c71 t121 69 N c71->p28->c45->c56->t121
16560.8000 M527 811736 1 1010.8000 c54 p7 283 N c54->p7
16574.8000 M292 840270 3 7940.8000 t122 p15 167 N t122->t125->t124->p15
16616.9000 M204 736264 3 10556.9000 p24 c67 124 N p24->c61->w80->c67
16668.2000 M290 802435 1 8094.2000 p7 c46 165 N p7->c46
16708.4000 M293 682912 1 8049.4000 c44 c64 165 N c44->c64
16710.0000 M361 519507 1 6090.0000 c51 w80 198 N c51->w80
16753.8000 M502 533209 1 1959.8000 p22 p24 267 N p22->p24
16802.7000 M449 776711 1 3591.7000 p37 p31 240 N p37->p31
16865.2000 M155 828379 2 12263.2000 w82 p24 95 N w82->c75->p24
16879.7000 M519 783175 3 1575.7000 p13 w99 273 N p13->w114->c77->w99
16904.9000 M238 626897 3 9848.9000 w115 c47 135 N w115->w119->p0->c47
16980.7000 M498 595586 3 2311.7000 p22 c63 261 N p22->c79->p9->c63
16992.6000 M472 775957 2 3111.6000 p20 w110 248 N p20->c43->w110
17043.9000 M548 709019 4 858.9000 c59 w99 285 N c59->p28->t120->p13->w99
17044.3000 M528 539440 2 1461.3000 w110 p31 275 N w110->c75->p31
17046.9000 M495 738538 4 2466.9000 c78 p13 258 N c78->p25->w107->w99->p13
17080.3000 M396 762552 3 5436.3000 c45 p6 209 N c45->w103->w99->p6
17113.5000 M241 894126 3 9962.5000 c46 c75 133 N c46->w116->p37->c75
17120.4000 M323 575068 2 7600.4000 c73 c48 173 N c73->w97->c48
17194.9000 M442 559077 4 4193.9000 w95 w100 230 N w95->t122->w94->t123->w100
17240.0000 M505 574963 2 2359.0000 w103 w119 260 N w103->c52->w119
17249.9000 M566 857488 1 532.9000 t121 c67 291 N t121->c67
17252.8000 M237 705144 1 10226.8000 t121 c67 129 N t121->c67
17276.6000 M541 884888 2 1314.6000 w116 w111 278 N w116->w81->w111
17280.1000 M458 851360 3 3819.1000 p1 w111 236 N p1->c65->w81->w111
17297.3000 M494 721905 1 2744.3000 c76 w103 254 N c76->w103
17343.0000 M87 990325 3 14750.0000 p34 t121 54 N p34->c68->c50->t121
17398.7000 M364 558012 2 6681.7000 c60 w117 188 N c60->w111->w117
17421.4000 M523 514726 2 1997.4000 c69 c56 266 N c69->c59->c56
17459.0000 M459 525756 3 3971.0000 w80 p18 233 N w80->p23->w96->p18
17471.9000 M340 848815 3 7466.9000 c76 w104 175 N c76->w86->w110->w104
17496.5000 M569 808372 1 687.5000 p4 c49 288 N p4->c49
17516.0000 M452 697421 2 4220.0000 c44 c56 229 N c44->p30->c56
17574.9000 M445 617340 4 4490.9000 c70 c75 225 N c70->c71->p25->w117->c75
17588.8000 M25 982211 2 16858.8000 w109 c76 19 N w109->w90->c76
17639.6000 M305 981846 2 8640.6000 c65 c52 155 N c65->c75->c52
17642.1000 M565 936392 1 953.1000 c56 c63 284 N c56->c63
17696.6000 M465 588592 3 4036.6000 c60 c69 232 N c60->c65->w81->c69
17697.4000 M450 859986 1 4460.4000 w110 p17 225 N w110->p17
17739.6000 M244 775082 1 10498.6000 w117 c72 125 N w117->c72
17747.8000 M388 989383 4 6344.8000 w100 p10 194 N w100->w90->w114->w83->p10
17750.8000 M318 740952 3 8370.8000 p14 w83 160 N p14->p32->p10->w83
17836.2000 M151 610562 1 13355.2000 c69 w106 77 N c69->w106
17867.8000 M101 827479 3 14845.8000 p32 w107 52 N p32->c64->w95->w107
17871.5000 M537 593823 2 2027.5000 p25 p4 266 N p25->w100->p4
17923.7000 M518 640140 3 2652.7000 p39 c78 255 N p39->w113->p21->c78
17926.8000 M534 752332 1 2169.8000 p21 c78 263 N p21->c78
17933.9000 M439 758133 1 5020.9000 w100 w105 216 N w100->w105
17971.9000 M115 753632 4 14536.9000 c48 p24 57 N c48->p14->c66->w94->p24
18036.1000 M47 734776 3 16625.1000 c55 c47 22 N c55->p22->c45->c47
18045.1000 M391 769232 1 6550.1000 p21 c41 190 N p21->c41
18087.0000 M586 771342 4 761.0000 w98 w106 287 N w98->w84->w81->c75->w106
18128.2000 M387 955676 3 6752.2000 p14 p5 187 N p14->w85->c61->p5
18134.5000 M513 967610 2 3023.5000 p17 w111 249 N p17->w97->w111
18147.5000 M170 844916 3 13106.5000 w107 w106 81 N w107->c73->w111->w106
18178.1000 M420 541070 3 5816.1000 c63 c53 203 N c63->p9->w82->c53
18201.8000 M433 791244 3 5462.8000 p35 c71 208 N p35->c40->w110->c71
18275.0000 M608 542625 1 310.0000 c76 p9 294 N c76->p9
18306.0000 M616 635425 2 109.0000 p4 t122 298 N p4->c51->t122
18340.0000 M515 688639 1 3166.0000 p37 w111 247 N p37->w111
18362.0000 M573 970119 2 1435.0000 w82 c46 276 N w82->p1->c46
18460.4000 M331 930586 1 8708.4000 p31 w85 154 N p31->w85
18475.2000 M438 823974 1 5596.2000 p17 c71 206 N p17->c71
18532.3000 M475 526525 3 4557.3000 p15 p31 224 N p15->p24->t120->p31
18594.0000 M479 764832 3 4502.0000 w80 p25 224 N w80->p5->c47->p25
18665.5000 M471 664120 2 4809.5000 w94 w87 219 N w94->c77->w87
18700.6000 M398 781165 2 6996.6000 p1 p34 183 N p1->c41->p34
18780.0000 M410 524737 2 6715.0000 w108 c70 188 N w108->c44->c70
18785.5000 M509 945457 2 3789.5000 w96 c78 236 N w96->p1->c78
18790.1000 M441 892501 3 5818.1000 c51 c74 203 N c51->p39->w113->c74
18809.2000 M406 604322 3 6864.2000 c72 w82 185 N c72->w88->p14->w82
18822.5000 M504 938223 1 3966.5000 p7 c72 233 N p7->c72
18825.9000 M585 561994 2 1527.9000 p4 p19 274 N p4->c52->p19
18854.8000 M576 596269 3 1838.8000 w82 p27 269 N w82->p1->t124->p27
18989.3000 M555 691567 2 2595.3000 p32 c69 256 N p32->c51->c69
19119.5000 M546 836503 3 2996.5000 p21 p28 250 N p21->p11->c68->p28
19124.4000 M132 655095 2 15193.4000 w111 w115 46 N w111->c64->w115
19127.5000 M446 575021 3 6011.5000 c41 w119 199 N c41->w92->c75->w119
19137.7000 M474 854351 3 5196.7000 c56 c50 213 N c56->w119->w111->c50
19148.1000 M580 697601 3 2006.1000 c46 p3 266 N c46->w107->w95->p3
19176.7000 M535 638760 2 3392.7000 w83 c44 243 N w83->c75->c44
19184.2000 M584 553596 3 1916.2000 p15 c68 268 N p15->c43->w96->c68
19277.0000 M596 907968 3 1669.0000 p31 c40 272 N p31->c48->w89->c40
19301.6000 M577 551471 1 2251.6000 t120 p13 262 N t120->p13
19331.7000 M431 821776 1 6646.7000 t123 p11 189 N t123->p11
19365.8000 M619 767409 1 1073.8000 w115 c73 282 N w115->c73
19415.8000 M419 928462 2 7086.8000 w88 c72 181 N w88->c43->c72
19427.6000 M468 526731 4 5667.6000 p16 p3 205 N p16->c67->c58->t121->p3
19506.5000 M583 923296 1 2272.5000 p2 c77 262 N p2->c77
19513.1000 M467 995764 2 5787.1000 c76 c42 203 N c76->p31->c42
19639.5000 M399 868913 3 7905.5000 p32 c59 168 N p32->w119->p31->c59
19743.5000 M640 743286 3 810.5000 p33 c52 286 N p33->w119->w112->c52
19771.7000 M440 885723 3 6825.7000 w114 w93 186 N w114->c79->c77->w93
19779.9000 M443 665073 4 6749.9000 c54 c48 187 N c54->c57->c69->p8->c48
19845.3000 M549 615588 3 3630.3000 w87 c62 239 N w87->w103->c79->c62
19867.5000 M190 535919 2 14230.5000 w110 w108 62 N w110->w101->w108
19905.8000 M426 805894 1 7362.8000 c66 p17 177 N c66->p17
19911.9000 M560 805859 4 3368.9000 c47 c56 243 N c47->w92->w96->c43->c56
19944.9000 M633 742634 2 1220.9000 c68 c45 279 N c68->c62->c45
19996.5000 M632 625998 3 1304.5000 c58 c75 278 N c58->c43->p25->c75
20059.9000 M405 603022 3 8147.9000 p34 p24 164 N p34->w89->c48->p24
20064.7000 M76 892737 2 17794.7000 t122 w106 3 N t122->c48->w106
20096.3000 M601 959985 3 2340.3000 c73 p28 260 N c73->p21->c48->p28
20096.8000 M160 795734 3 15345.8000 p32 p39 44 N p32->p11->c65->p39
20109.5000 M538 622390 2 4237.5000 c73 w83 229 N c73->p39->w83
20133.5000 M444 575335 2 7075.5000 p39 c62 182 N p39->c72->c62
20152.8000 M315 855904 3 10861.8000 c42 c50 118 N c42->p25->p17->c50
20154.5000 M510 922635 1 5129.5000 c56 p29 214 N c56->p29
20171.0000 M488 655690 3 5804.0000 p27 w94 203 N p27->w92->c44->w94
20174.3000 M657 817892 4 736.3000 c52 w94 287 N c52->w93->p5->c44->w94
20209.8000 M381 992736 1 9013.8000 p13 p38 149 N p13->p38
20215.0000 M656 957003 1 810.0000 p36 p22 286 N p36->p22
20218.8000 M335 934364 2 10356.8000 c53 p22 127 N c53->p36->p22
20249.5000 M490 938002 3 5821.5000 w101 c56 202 N w101->c65->w82->c56
20295.6000 M642 573089 3 1302.6000 w113 c56 278 N w113->c59->p19->c56
20312.1000 M631 646697 1 1652.1000 c47 w83 272 N c47->w83
20319.2000 M582 801556 1 3119.2000 p25 c76 248 N p25->c76
20381.1000 M600 906722 3 2654.1000 w92 w80 255 N w92->p18->w95->w80
20411.8000 M661 545778 2 860.8000 w116 w95 285 N w116->c61->w95
20445.1000 M414 502802 3 8260.1000 p31 w83 162 N p31->c66->c77->w83
20448.9000 M524 725110 2 4990.9000 w86 p6 216 N w86->c70->p6
20478.1000 M357 714660 1 9973.1000 c72 w108 133 N c72->w108
20489.7000 M604 683841 1 2645.7000 c49 p35 255 N c49->p35
20512.6000 M613 780307 1 2400.6000 w90 c78 259 N w90->c78
20559.5000 M610 510882 1 2534.5000 p8 w83 257 N p8->w83
20575.9000 M644 696202 2 1521.9000 c41 w94 274 N c41->w87->w94
20595.6000 M659 717762 1 1104.6000 c71 w93 281 N c71->w93
20598.3000 M193 821267 2 14869.3000 p24 w109 52 N p24->p21->w109
20624.5000 M634 849891 3 1871.5000 p38 c71 268 N p38->w102->p0->c71
20641.6000 M658 681523 2 1176.6000 p10 p9 280 N p10->w85->p9
20642.9000 M550 971544 4 4397.9000 w86 c71 226 N w86->p5->p15->c43->c71
20646.8000 M668 637227 4 889.8000 c48 p30 285 N c48->p8->c44->c70->p30
20654.7000 M578 844847 2 3574.7000 w94 p16 240 N w94->p23->p16
20682.5000 M599 599834 4 2984.5000 p18 p10 250 N p18->t121->p15->c57->p10
20686.6000 M242 811543 3 13504.6000 p14 c76 74 N p14->w91->p39->c76
20726.2000 M435 926263 2 7929.2000 c43 c53 167 N c43->c62->c53
20740.2000 M625 817053 3 2270.2000 w111 c78 262 N w111->c74->p23->c78
20749.8000 M558 957312 1 4266.8000 w118 w109 228 N w118->w109
20759.6000 M612 659960 4 2677.6000 w91 c64 255 N w91->c45->w107->w98->c64
20763.6000 M532 852949 1 5065.6000 p23 w110 215 N p23->w110
20886.8000 M684 770897 1 656.8000 c49 p10 289 N c49->p10
20912.9000 M491 816757 2 6451.9000 p30 c66 192 N p30->p37->c66
20919.1000 M508 711408 2 5956.1000 w80 p9 200 N w80->p20->p9
20928.3000 M354 872250 3 10518.3000 w81 w100 124 N w81->p0->p10->w100
20943.3000 M415 820292 3 8728.3000 p9 w118 154 N p9->p25->p21->w118
20991.4000 M288 997845 2 12478.4000 c44 c50 92 N c44->p27->c50
20992.6000 M626 794353 2 2492.6000 c40 c78 258 N c40->w93->c78
21024.7000 M269 513133 1 13052.7000 c59 w87 82 N c59->w87
21072.5000 M275 672560 2 12929.5000 c48 c51 84 N c48->p8->c51
21244.9000 M695 669070 1 673.9000 w110 w93 288 N w110->w93
21324.9000 M478 541908 2 7266.9000 c46 p11 178 N c46->p10->p11
21330.2000 M268 563802 4 13388.2000 w118 c46 76 N w118->c67->p26->c42->c46
21358.5000 M298 780316 2 12558.5000 w89 w80 90 N w89->w114->w80
21410.6000 M333 787137 2 11604.6000 w88 c47 106 N w88->w89->c47
21482.0000 M717 986551 3 266.0000 p39 c47 295 N p39->c61->p37->c47
21506.8000 M591 950717 2 4033.8000 p19 w80 232 N p19->t123->w80
21511.8000 M709 970399 2 542.8000 c65 w117 290 N c65->c47->w117
21547.1000 M564 833130 3 4886.1000 w108 c77 218 N w108->w116->w80->c77
21587.4000 M547 699546 4 5432.4000 c58 c74 209 N c58->p39->w114->p25->c74
21600.6000 M677 693372 4 1567.6000 c77 w88 273 N c77->p17->c63->c66->w88
21622.7000 M693 654166 2 1113.7000 c42 c47 281 N c42->w98->c47
21624.5000 M436 812209 4 8800.5000 p5 w100 153 N p5->p30->c44->p0->w100
21703.9000 M597 708750 3 4065.9000 c61 t122 232 N c61->p18->w92->t122
21714.5000 M702 535948 3 946.5000 p34 c45 284 N p34->c51->c69->c45
21722.6000 M486 964785 2 7422.6000 t123 w92 176 N t123->t122->w92
21738.0000 M485 920154 4 7466.0000 w104 p15 175 N w104->c49->p10->p3->p15
21901.7000 M258 703695 3 14241.7000 w89 p33 62 N w89->p15->c58->p33
21952.4000 M500 932064 2 7216.4000 c46 c65 179 N c46->w84->c65
22006.0000 M496 956189 2 7394.0000 c60 w84 176 N c60->p2->w84
22118.2000 M447 693127 2 8968.2000 c55 w113 150 N c55->p9->w113
22167.7000 M662 882695 3 2588.7000 w92 w96 256 N w92->p22->t121->w96
22183.3000 M572 557691 3 5288.3000 w111 p6 211 N w111->w81->c42->p6
22248.5000 M624 651662 3 3812.5000 c72 c45 236 N c72->c43->c77->c45
22336.9000 M570 674962 2 5498.9000 w83 w102 208 N w83->w89->w102
22351.9000 M568 618982 2 5568.9000 t121 w89 207 N t121->c67->w89
22353.1000 M571 688437 3 5488.1000 w85 p26 208 N w85->p38->c42->p26
22375.3000 M711 855872 1 1343.3000 w80 p16 277 N w80->p16
22376.6000 M370 996110 4 11490.6000 p3 w88 108 N p3->c57->w104->p35->w88
22402.7000 M542 777298 1 6408.7000 w108 w115 193 N w108->w115
22439.5000 M511 678034 4 7385.5000 p37 p26 176 N p37->p38->c45->c42->p26
22450.4000 M522 842486 3 7058.4000 p23 w109 182 N p23->p32->c74->w109
22477.5000 M483 760700 1 8266.5000 p38 c73 162 N p38->c73
22485.0000 M672 726510 2 2604.0000 c72 w89 256 N c72->c59->w89
22629.1000 M517 974747 1 7390.1000 w87 w116 176 N w87->w116
22632.8000 M552 860960 2 6333.8000 w91 w93 194 N w91->w89->w93
22654.7000 M448 783457 3 9470.7000 w92 c73 142 N w92->w83->p18->c73
22682.1000 M636 535856 4 3873.1000 p26 c57 235 N p26->p2->t124->p14->c57
22837.9000 M466 548787 2 9145.9000 p28 p17 147 N p28->c47->p17
22864.4000 M602 622814 2 5080.4000 p4 p15 215 N p4->w100->p15
22866.6000 M529 708588 2 7257.6000 p16 p29 179 N p16->c49->p29
22894.0000 M593 595689 1 5362.0000 p16 p0 210 N p16->p0
22915.7000 M374 683281 4 11919.7000 p2 p12 101 N p2->c64->c79->p35->p12
22916.1000 M712 576106 2 1854.1000 w92 c47 269 N w92->t124->c47
22998.0000 M473 749840 1 9086.0000 w111 p21 148 N w111->p21
23009.1000 M752 969067 3 756.1000 w100 p29 287 N w100->p31->p30->p29
23035.7000 M470 536630 2 9212.7000 c79 t122 146 N c79->p30->t122
23056.9000 M639 934384 1 4156.9000 p39 p32 230 N p39->p32
23093.3000 M461 791930 2 9549.3000 p4 w109 140 N p4->p6->w109
23096.5000 M609 791349 2 5098.5000 p28 w109 215 N p28->p6->w109
23113.6000 M723 821376 2 1723.6000 w100 c60 271 N w100->w108->c60
23117.0000 M738 517962 2 1284.0000 t122 w106 278 N t122->w100->w106
23118.3000 M627 844191 3 4586.3000 p39 c57 223 N p39->p29->p31->c57
23162.9000 M720 804698 2 1856.9000 c70 c79 269 N c70->p19->c79
23181.7000 M669 685183 3 3394.7000 c75 w113 243 N c75->p32->c64->w113
23268.3000 M698 668482 2 2614.3000 w113 t123 256 N w113->w111->t123
23290.6000 M306 551056 1 14266.6000 c79 w81 62 N c79->w81
23300.7000 M287 866307 2 14814.7000 c63 c48 53 N c63->w87->c48
23303.4000 M628 660454 4 4737.4000 c43 c48 221 N c43->w95->c75->w87->c48
23368.2000 M595 698209 4 5785.2000 c54 p33 203 N c54->c53->w116->w80->p33
23412.3000 M750 731784 2 1227.3000 c58 w87 279 N c58->w89->w87
23413.7000 M683 635999 1 3210.7000 p18 c77 246 N p18->c77
23479.5000 M746 739206 1 1402.5000 c79 p5 276 N c79->p5
23486.7000 M682 653712 4 3308.7000 w97 w106 244 N w97->w115->c66->w110->w106
23523.7000 M792 779569 1 103.7000 c79 p20 298 N c79->p20
23539.6000 M697 830645 3 2911.6000 p16 c72 251 N p16->w114->w80->c72
23542.6000 M607 745210 2 5606.6000 w116 c72 206 N w116->w80->c72
23565.7000 M525 902071 1 8078.7000 c78 p12 165 N c78->p12
23566.0000 M762 585164 2 1021.0000 c60 c40 282 N c60->c77->c40
23574.8000 M651 566145 1 4324.8000 w96 c76 227 N w96->c76
23610.9000 M417 699076 2 11342.9000 p37 p36 110 N p37->t121->p36
23613.8000 M701 520666 3 2875.8000 c74 p6 252 N c74->p17->c53->p6
23629.3000 M614 517233 3 5489.3000 c76 w86 208 N c76->c61->w119->w86
23687.1000 M691 703060 2 3246.1000 w94 w118 245 N w94->c62->w118
23705.2000 M497 762282 3 9062.2000 p16 w92 148 N p16->c49->w89->w92
23719.2000 M308 991667 3 14631.2000 p14 w92 56 N p14->p32->p10->w92
23839.7000 M799 805167 3 213.7000 c54 c61 296 N c54->w86->w116->c61
23856.4000 M704 543036 2 3029.4000 p36 c59 249 N p36->t124->c59
23888.8000 M544 623577 3 7830.8000 p38 c51 169 N p38->p14->c71->c51
23906.6000 M554 598633 1 7544.6000 c54 w90 174 N c54->w90
23972.8000 M778 809966 1 958.8000 c73 p29 284 N c73->p29
23990.5000 M605 586944 2 6118.5000 p6 p29 198 N p6->t120->p29
24035.9000 M567 851925 1 7285.9000 p3 p2 178 N p3->p2
24075.5000 M253 908672 4 16568.5000 w88 c54 23 N w88->p5->p9->w81->c54
24087.4000 M649 878425 2 4896.4000 w92 c52 218 N w92->p37->c52
24101.9000 M325 732226 2 14528.9000 w119 w87 57 N w119->c79->w87
24139.2000 M647 692589 2 5006.2000 c65 c54 216 N c65->p14->c54
24144.7000 M314 816381 2 14884.7000 p4 w108 51 N p4->p0->w108
24150.2000 M239 580423 1 17060.2000 w85 c78 15 N w85->c78
24169.0000 M767 615532 2 1476.0000 c41 p29 275 N c41->c42->p29
24193.5000 M539 807903 4 8295.5000 p34 p0 161 N p34->c79->w101->p29->p0
24213.9000 M690 663004 3 3804.9000 t120 w106 236 N t120->t124->t125->w106
24228.3000 M621 549892 2 5876.3000 w91 p34 202 N w91->t122->p34
24242.8000 M492 606210 1 9753.8000 p11 c41 137 N p11->c41
24245.1000 M676 532819 2 4242.1000 w84 w98 229 N w84->p2->w98
24270.5000 M663 796724 2 4666.5000 c70 c73 222 N c70->w87->c73
24412.9000 M536 974890 3 8597.9000 p16 c75 156 N p16->w89->w115->c75
24418.2000 M559 921470 3 7908.2000 c40 p14 168 N c40->w112->c67->p14
24431.5000 M725 522122 3 2985.5000 p20 t124 250 N p20->c76->w80->t124
24476.4000 M499 591883 2 9773.4000 w111 p4 137 N w111->w119->p4
24476.5000 M774 862448 1 1569.5000 w114 w94 273 N w114->w94
24477.7000 M587 639057 3 7123.7000 p23 w97 181 N p23->p31->w100->w97
24514.0000 M622 547758 4 6132.0000 p1 w105 197 N p1->p5->c77->p12->w105
24514.7000 M772 593402 2 1668.7000 t123 c48 272 N t123->w111->c48
24573.9000 M715 593260 3 3419.9000 w119 c75 243 N w119->c53->p15->c75
24577.0000 M623 676386 2 6169.0000 c49 c58 197 N c49->p16->c58
24590.0000 M776 946359 3 1627.0000 w113 w108 272 N w113->p16->p33->w108
24623.5000 M766 657726 3 1962.5000 p23 p31 267 N p23->t125->p29->p31
24658.7000 M765 804727 4 2029.7000 p33 c42 266 N p33->p2->c53->p11->c42
24662.4000 M611 908326 2 6605.4000 c55 p11 189 N c55->c42->p11
24692.0000 M726 559955 2 3215.0000 w85 p23 246 N w85->w94->p23
24723.6000 M655 543282 2 5351.6000 w108 w93 210 N w108->w101->w93
24727.5000 M740 541236 1 2837.5000 c72 w110 252 N c72->w110
24759.0000 M797 539829 2 1195.0000 c69 w85 280 N c69->c73->w85
24895.0000 M671 601479 1 5048.0000 c73 t121 215 N c73->t121
24945.4000 M736 918198 4 3171.4000 c42 w109 247 N c42->w106->c50->w110->w109
24979.6000 M731 657434 3 3358.6000 w117 p34 244 N w117->c62->t125->p34
24981.3000 M652 641066 4 5706.3000 w118 w97 204 N w118->p26->c53->p4->w97
24998.9000 M430 639144 3 12342.9000 t123 c73 94 N t123->t120->p33->c73
25015.5000 M563 606241 2 8380.5000 w89 p9 160 N w89->c73->p9
25121.9000 M757 558849 2 2722.9000 w93 c66 254 N w93->c47->c66
25153.3000 M805 553650 2 1354.3000 c58 p21 277 N c58->w108->p21
25190.5000 M742 546684 3 3236.5000 c68 w105 246 N c68->w83->p28->w105
25198.8000 M650 743072 1 5976.8000 p30 p0 200 N p30->p0
25202.1000 M809 813529 2 1292.1000 c63 p30 278 N c63->p0->p30
25216.2000 M790 686247 1 1849.2000 w104 p26 269 N w104->p26
25231.1000 M786 953802 3 1980.1000 w87 c60 266 N w87->c74->w106->c60
25303.4000 M781 769546 4 2198.4000 w115 t124 263 N w115->c60->p15->w89->t124
25355.8000 M598 575236 1 7683.8000 p13 w86 171 N p13->w86
25394.4000 M667 987178 2 5668.4000 p3 w97 205 N p3->w94->w97
25398.5000 M852 520914 1 222.5000 w85 p11 296 N w85->p11
25398.5000 M681 761087 4 5250.5000 w85 w117 212 N w85->t121->w114->w98->w117
25445.9000 M512 770630 1 10364.9000 w87 t122 127 N w87->t122
25448.6000 M758 660621 2 3022.6000 w116 t122 249 N w116->w87->t122
25449.2000 M687 859056 2 5133.2000 w88 c79 214 N w88->w102->c79
25451.3000 M753 513888 1 3172.3000 c79 w102 247 N c79->w102
25534.8000 M481 589884 1 11384.8000 c47 w113 110 N c47->w113
25604.3000 M755 682359 1 3269.3000 p15 w99 245 N p15->w99
25683.9000 M556 905868 2 9261.9000 p0 w119 145 N p0->p38->w119
25696.6000 M748 981712 1 3567.6000 p12 c68 240 N p12->c68
25748.1000 M798 507731 1 2154.1000 c46 p22 264 N c46->p22
25749.7000 M457 804729 2 12313.7000 w104 p35 94 N w104->c70->p35
25782.5000 M780 648669 1 2706.5000 p17 p33 254 N p17->p33
25787.2000 M745 913314 3 3743.2000 w90 w86 237 N w90->w103->p27->w86
25806.4000 M835 836874 2 1146.4000 p14 p27 280 N p14->c74->p27
25822.4000 M635 888003 4 7038.4000 p6 t123 182 N p6->t120->p28->w106->t123
25846.2000 M423 919389 2 13386.2000 w92 w82 76 N w92->p0->w82
25850.2000 M721 868321 4 4518.2000 w116 w98 224 N w116->w110->w90->w107->w98
25889.7000 M540 922869 1 9961.7000 c57 p39 133 N c57->p39
25905.0000 M589 663382 2 8492.0000 c42 w84 158 N c42->t121->w84
25922.7000 M827 724111 4 1496.7000 w99 p4 275 N w99->p33->w108->p21->p4
25969.8000 M710 618963 2 4966.8000 w92 c74 217 N w92->t125->c74
25994.0000 M794 895914 2 2517.0000 w99 w106 258 N w99->w112->w106
26019.1000 M722 542099 1 4658.1000 c60 c66 222 N c60->c66
26068.6000 M861 667736 3 630.6000 t123 c50 289 N t123->p21->p4->c50
26077.7000 M562 780049 3 9474.7000 p9 w84 142 N p9->c63->w88->w84
26100.3000 M802 720192 3 2391.3000 c75 c43 260 N c75->w81->c53->c43
26116.8000 M425 852975 2 13602.8000 w96 c47 73 N w96->p7->c47
26141.6000 M763 542576 2 3570.6000 p24 w92 240 N p24->p27->w92
26163.9000 M654 557306 4 6825.9000 c71 c55 186 N c71->p14->c59->p13->c55
26209.4000 M749 721309 4 4051.4000 w81 p30 232 N w81->c69->c41->c50->p30
26289.2000 M821 643230 4 2029.2000 t123 c42 266 N t123->p0->p18->w106->c42
26314.9000 M729 668071 3 4752.9000 w82 p30 220 N w82->c63->w112->p30
26390.1000 M653 668129 2 7081.1000 c48 w117 181 N c48->c59->w117
26411.5000 M630 596377 3 7783.5000 p33 c59 170 N p33->w119->w112->c59
26422.0000 M732 643045 2 4774.0000 p8 p36 220 N p8->w105->p36
26445.7000 M707 958487 1 5532.7000 p0 c66 207 N p0->c66
26509.9000 M708 879250 3 5567.9000 p10 w81 207 N p10->c72->p9->w81
26536.5000 M724 875887 3 5117.5000 c67 p12 214 N c67->w101->w115->p12
26548.4000 M700 857661 2 5839.4000 p11 c58 202 N p11->p9->c58
26550.5000 M836 713463 3 1863.5000 c60 c47 268 N c60->c41->w110->c47
26576.6000 M666 715087 4 6882.6000 p2 c44 185 N p2->w115->c59->c47->c44
26819.4000 M872 559158 2 1045.4000 w105 p5 282 N w105->c54->p5
26827.6000 M784 810297 2 3633.6000 w98 p35 239 N w98->c56->p35
26842.4000 M574 970570 2 9885.4000 c68 w101 135 N c68->c60->w101
26915.0000 M812 709124 2 2917.0000 p24 w118 251 N p24->w85->w118
27002.6000 M889 630324 3 724.6000 c59 c65 287 N c59->p30->t123->c65
27026.3000 M629 650414 3 8426.3000 w91 w85 159 N w91->c62->p15->w85
27117.6000 M699 922016 3 6435.6000 p18 c63 192 N p18->c68->w100->c63
27139.5000 M761 913303 2 4621.5000 p12 c63 222 N p12->p35->c63
27147.5000 M803 625220 3 3407.5000 p26 w89 243 N p26->c56->p37->w89
27155.1000 M813 696665 3 3124.1000 c78 w103 247 N c78->p17->p33->w103
27172.3000 M829 554613 1 2690.3000 p24 c51 255 N p24->c51
27274.5000 M905 782526 3 520.5000 t120 p25 291 N t120->w109->c59->p25
27321.3000 M866 852735 1 1729.3000 c63 p12 271 N c63->p12
27324.3000 M788 907067 3 4013.3000 p32 c79 233 N p32->w119->p6->c79
27391.1000 M884 543590 2 1270.1000 p1 w114 278 N p1->p9->w114
27420.1000 M603 555939 3 9602.1000 p34 w95 139 N p34->w103->c65->w95
27492.3000 M854 672794 2 2258.3000 t122 c79 262 N t122->w87->c79
27499.5000 M378 935582 2 16387.5000 c52 c64 26 N c52->p29->c64
27570.9000 M737 734920 2 5769.9000 c72 c64 203 N c72->p30->c64
27706.9000 M843 753442 3 2797.9000 c60 c74 253 N c60->p3->p31->c74
27712.2000 M811 629312 2 3743.2000 p4 p25 237 N p4->w97->p25
27753.8000 M718 917989 2 6509.8000 p9 w93 191 N p9->w118->w93
27795.0000 M897 965529 1 1275.0000 c71 w104 278 N c71->w104
27804.8000 M432 982219 1 15093.8000 p21 c79 48 N p21->c79
27807.5000 M674 674183 2 7863.5000 p26 c79 168 N p26->p21->c79
27832.6000 M557 803059 2 11383.6000 c41 p30 110 N c41->c71->p30
27864.5000 M733 529817 3 6182.5000 p22 c66 196 N p22->c43->p6->c66
27865.1000 M728 777845 1 6331.1000 w101 c60 194 N w101->c60
27867.6000 M643 755955 1 8840.6000 c66 p6 152 N c66->p6
27881.4000 M777 728892 3 4892.4000 w114 p4 218 N w114->p14->c75->p4
27905.7000 M775 837126 3 4968.7000 t120 p25 217 N t120->c45->c75->p25
28029.0000 M930 656728 1 537.0000 t120 p6 291 N t120->p6
28040.6000 M402 992161 1 16211.6000 w103 c68 29 N w103->c68
28068.6000 M810 741440 1 4130.6000 p15 w110 231 N p15->w110
28079.7000 M789 853486 4 4742.7000 c52 w88 220 N c52->p30->p10->w98->w88
28083.2000 M716 857390 1 6896.2000 w98 w88 185 N w98->w88
28090.7000 M832 541001 4 3521.7000 c74 p19 241 N c74->w114->w107->t124->p19
