# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
20962.7000 M270 548566 3 12961.7000 p15 c55 83 N p15->c66->c60->c55
21005.3000 M613 780307 1 2893.3000 w90 c78 251 N w90->c78
21057.2000 M286 824783 2 12602.2000 p7 c73 89 N p7->w108->c73
21072.3000 M544 623577 2 5014.3000 p38 c51 216 N p38->p8->c51
21176.2000 M275 672560 1 13033.2000 c48 c51 82 N c48->c51
21184.5000 M349 814718 2 10915.5000 p31 w90 118 N p31->w93->w90
21220.4000 M178 890709 1 15931.4000 w110 w116 34 N w110->w116
21247.1000 M695 669070 1 676.1000 w110 w93 288 N w110->w93
21331.7000 M430 639144 2 8675.7000 t123 c73 155 N t123->p37->c73
21346.8000 M648 647769 4 2186.8000 c66 p34 263 N c66->c54->p12->p5->p34
21386.8000 M132 655095 5 17455.8000 w111 w115 9 N w111->w91->c50->c62->c43->w115
21411.0000 M188 875548 1 15836.0000 c47 w89 36 N c47->w89
21475.2000 M314 816381 2 12215.2000 p4 w108 96 N p4->w100->w108
21481.6000 M343 878767 2 11386.6000 c63 p37 110 N c63->c47->p37
21507.6000 M635 888003 3 2723.6000 p6 t123 254 N p6->t120->t122->t123
21624.6000 M255 843085 3 14052.6000 w110 w100 65 N w110->p14->p0->w100
21710.6000 M381 992736 4 10514.6000 p13 p38 124 N p13->t122->w84->w98->p38
21910.2000 M422 963729 1 9482.2000 c65 t121 141 N c65->t121
21979.5000 M590 706897 2 4532.5000 c77 w82 224 N c77->p17->w82
22116.3000 M616 635425 2 3919.3000 p4 t122 234 N p4->p33->t122
22189.5000 M406 604322 1 10244.5000 c72 w82 129 N c72->w82
22227.3000 M501 715701 2 7459.3000 c41 c65 175 N c41->p16->c65
22255.6000 M288 997845 1 13742.6000 c44 c50 70 N c44->c50
22276.2000 M213 745605 4 15958.2000 w104 c51 34 N w104->w114->p39->p5->c51
22336.9000 M570 674962 2 5498.9000 w83 w102 208 N w83->w89->w102
22375.3000 M711 855872 1 1343.3000 w80 p16 277 N w80->p16
22388.7000 M410 524737 3 10323.7000 w108 c70 127 N w108->w96->t121->c70
22395.4000 M518 640140 3 7124.4000 p39 c78 181 N p39->p12->p5->c78
22402.7000 M542 777298 1 6408.7000 w108 w115 193 N w108->w115
22415.5000 M420 541070 4 10053.5000 c63 c53 132 N c63->w114->w95->p28->c53
22477.5000 M483 760700 1 8266.5000 p38 c73 162 N p38->c73
22537.6000 M242 811543 1 15355.6000 p14 c76 44 N p14->c76
22596.3000 M701 520666 2 1858.3000 c74 p6 269 N c74->p22->p6
22629.1000 M517 974747 1 7390.1000 w87 w116 176 N w87->w116
22647.7000 M475 526525 4 8672.7000 p15 p31 155 N p15->p18->p33->p10->p31
22654.5000 M227 618726 5 15925.5000 t122 c73 34 N t122->t125->t124->p15->p18->c73
22665.3000 M461 791930 2 9121.3000 p4 w109 147 N p4->c43->w109
22721.9000 M627 844191 2 4189.9000 p39 c57 230 N p39->p28->c57
22724.4000 M595 698209 3 5141.4000 c54 p33 214 N c54->p23->t123->p33
22766.1000 M458 851360 2 9305.1000 p1 w111 144 N p1->p0->w111
22865.2000 M436 812209 3 10041.2000 p5 w100 132 N p5->w106->p15->w100
22894.2000 M342 641547 6 12826.2000 w92 p16 86 N w92->p25->p22->w84->c53->p0->p16
22935.4000 M465 588592 1 9275.4000 c60 c69 145 N c60->c69
22965.8000 M285 613983 3 14538.8000 t120 w81 57 N t120->p7->p13->w81
22970.6000 M578 844847 2 5890.6000 w94 p16 201 N w94->w113->p16
22972.6000 M567 851925 2 6222.6000 p3 p2 196 N p3->p31->p2
22998.0000 M473 749840 1 9086.0000 w111 p21 148 N w111->p21
23056.9000 M639 934384 1 4156.9000 p39 p32 230 N p39->p32
23067.5000 M452 697421 2 9771.5000 c44 c56 137 N c44->c54->c56
23113.6000 M723 821376 2 1723.6000 w100 c60 271 N w100->w108->c60
23181.3000 M481 589884 2 9031.3000 c47 w113 149 N c47->c64->w113
23232.5000 M587 639057 2 5878.5000 p23 w97 202 N p23->c79->w97
23270.6000 M282 507563 2 14931.6000 p25 w89 51 N p25->c51->w89
23290.6000 M306 551056 1 14266.6000 c79 w81 62 N c79->w81
23300.6000 M415 820292 1 11085.6000 p9 w118 115 N p9->w118
23300.7000 M287 866307 2 14814.7000 c63 c48 53 N c63->w87->c48
23363.8000 M599 599834 3 5665.8000 p18 p10 205 N p18->p15->p29->p10
23396.6000 M466 548787 3 9704.6000 p28 p17 138 N p28->c59->c48->p17
23413.7000 M683 635999 1 3210.7000 p18 c77 246 N p18->c77
23428.7000 M459 525756 2 9940.7000 w80 p18 134 N w80->c46->p18
23457.5000 M693 654166 1 2948.5000 c42 c47 250 N c42->c47
23463.7000 M618 854935 2 5204.7000 w109 p20 213 N w109->w84->p20
23466.8000 M482 770360 2 9283.8000 p11 p20 145 N p11->w84->p20
23479.5000 M746 739206 1 1402.5000 c79 p5 276 N c79->p5
23523.7000 M792 779569 1 103.7000 c79 p20 298 N c79->p20
23529.0000 M675 860109 2 3556.0000 p9 w99 240 N p9->w118->w99
23552.2000 M315 855904 5 14261.2000 c42 c50 62 N c42->p25->w117->w115->w89->c50
23565.7000 M525 902071 1 8078.7000 c78 p12 165 N c78->p12
23574.8000 M651 566145 1 4324.8000 w96 c76 227 N w96->c76
23582.5000 M223 948504 6 16968.5000 p10 p17 17 N p10->w92->p25->p24->w106->c74->p17
23610.9000 M417 699076 3 11342.9000 p37 p36 110 N p37->w111->t121->p36
23616.2000 M697 830645 1 2988.2000 p16 c72 250 N p16->c72
23620.0000 M356 592838 3 13149.0000 w112 w86 80 N w112->p33->c53->w86
23644.2000 M523 514726 4 8220.2000 c69 c56 162 N c69->p8->p34->c55->c56
23647.5000 M725 522122 2 2201.5000 p20 t124 263 N p20->p2->t124
23704.6000 M344 616575 1 13579.6000 w92 w89 73 N w92->w89
23706.7000 M375 502968 4 12677.7000 w102 w92 88 N w102->c54->w115->w89->w92
23745.6000 M308 991667 2 14657.6000 p14 w92 55 N p14->w102->w92
23835.1000 M280 573971 2 15548.1000 p39 w86 40 N p39->c61->w86
23847.6000 M477 680210 1 9814.6000 p0 w112 136 N p0->w112
23851.0000 M637 702275 3 5014.0000 p26 w114 216 N p26->c77->c70->w114
23902.7000 M682 653712 3 3724.7000 w97 w106 237 N w97->w115->p2->w106
23972.8000 M778 809966 1 958.8000 c73 p29 284 N c73->p29
24067.4000 M571 688437 3 7202.4000 w85 p26 179 N w85->p20->p2->p26
24079.7000 M677 693372 1 4046.7000 c77 w88 232 N c77->w88
24087.4000 M649 878425 2 4896.4000 w92 c52 218 N w92->p37->c52
24108.7000 M334 935333 3 14273.7000 p24 c57 62 N p24->t120->t122->c57
24128.9000 M264 996561 3 16299.9000 w95 p7 28 N w95->p39->c61->p7
24181.8000 M655 543282 2 4809.8000 w108 w93 219 N w108->w115->w93
24217.2000 M362 672640 5 13563.2000 w116 w103 73 N w116->w99->p18->w116->w90->w103
24221.7000 M379 561579 3 13084.7000 p4 p35 81 N p4->c43->c52->p35
24237.2000 M318 740952 2 14857.2000 p14 w83 52 N p14->p28->w83
24241.6000 M398 781165 3 12537.6000 p1 p34 91 N p1->c65->c71->p34
24242.8000 M492 606210 1 9753.8000 p11 c41 137 N p11->c41
24257.3000 M360 598098 2 13664.3000 p12 w85 72 N p12->p24->w85
24310.9000 M276 776460 4 16134.9000 p11 w96 31 N p11->p35->p12->p27->w96
24312.4000 M640 743286 3 5379.4000 p33 c52 210 N p33->w119->p32->c52
24421.4000 M600 906722 1 6694.4000 w92 w80 188 N w92->w80
24462.3000 M551 680951 2 8192.3000 w90 c61 163 N w90->w110->c61
24476.5000 M774 862448 1 1569.5000 w114 w94 273 N w114->w94
24510.8000 M229 923227 3 17724.8000 w92 p4 4 N w92->p27->p2->p4
24512.5000 M557 803059 4 8063.5000 c41 p30 165 N c41->w89->w102->p10->p30
24622.6000 M625 817053 2 6152.6000 w111 c78 197 N w111->w108->c78
24632.7000 M573 970119 1 7705.7000 w82 c46 171 N w82->c46
24684.7000 M678 643308 2 4621.7000 c42 t120 222 N c42->p0->t120
24686.9000 M323 575068 4 15166.9000 c73 c48 47 N c73->w113->p36->p5->c48
24727.5000 M740 541236 1 2837.5000 c72 w110 252 N c72->w110
24757.0000 M359 668234 3 14198.0000 p29 p32 63 N p29->w87->c56->p32
24757.6000 M628 660454 2 6191.6000 c43 c48 196 N c43->w101->c48
24873.0000 M329 940364 3 15178.0000 p23 w107 47 N p23->w80->w114->w107
24895.0000 M671 601479 1 5048.0000 c73 t121 215 N c73->t121
24938.2000 M607 745210 1 7002.2000 w116 c72 183 N w116->c72
24987.4000 M539 807903 1 9089.4000 p34 p0 148 N p34->p0
24991.6000 M552 860960 1 8692.6000 w91 w93 155 N w91->w93
25063.0000 M636 535856 1 6254.0000 p26 c57 195 N p26->c57
25078.9000 M408 574160 4 13079.9000 p15 p32 82 N p15->p18->c68->w82->p32
25121.9000 M757 558849 2 2722.9000 w93 c66 254 N w93->c47->c66
25125.8000 M731 657434 1 3504.8000 w117 p34 241 N w117->p34
25158.4000 M300 648818 3 16302.4000 p15 p31 28 N p15->p18->p3->p31
25162.7000 M354 872250 3 14752.7000 w81 w100 54 N w81->c69->w103->w100
25178.2000 M505 574963 2 10297.2000 w103 w119 128 N w103->w105->w119
25198.5000 M258 703695 3 17538.5000 w89 p33 7 N w89->w94->p25->p33
25198.8000 M650 743072 1 5976.8000 p30 p0 200 N p30->p0
25214.2000 M549 615588 1 8999.2000 w87 c62 150 N w87->c62
25216.2000 M790 686247 1 1849.2000 w104 p26 269 N w104->p26
25231.9000 M495 738538 3 10651.9000 c78 p13 122 N c78->p5->w93->p13
25232.2000 M732 643045 2 3584.2000 p8 p36 240 N p8->p4->p36
25234.6000 M499 591883 4 10531.6000 w111 p4 124 N w111->w80->c72->p36->p4
25252.7000 M690 663004 3 4843.7000 t120 w106 219 N t120->t122->t123->w106
25288.6000 M479 764832 3 11196.6000 w80 p25 113 N w80->p20->p9->p25
25299.0000 M555 691567 2 8905.0000 p32 c69 151 N p32->w109->c69
25305.6000 M498 595586 4 10636.6000 p22 c63 122 N p22->t120->t122->t124->c63
25309.3000 M738 517962 1 3476.3000 t122 w106 242 N t122->w106
25355.8000 M598 575236 1 7683.8000 p13 w86 171 N p13->w86
25398.5000 M852 520914 1 222.5000 w85 p11 296 N w85->p11
25445.9000 M512 770630 1 10364.9000 w87 t122 127 N w87->t122
25447.8000 M753 513888 1 3168.8000 c79 w102 247 N c79->w102
25492.1000 M387 955676 2 14116.1000 p14 p5 64 N p14->w104->p5
25523.0000 M561 958742 3 8953.0000 p11 w103 150 N p11->w84->p2->w103
25523.8000 M445 617340 1 12439.8000 c70 c75 92 N c70->c75
25696.6000 M748 981712 1 3567.6000 p12 c68 240 N p12->c68
25739.9000 M524 725110 2 10281.9000 w86 p6 128 N w86->c46->p6
25748.1000 M798 507731 1 2154.1000 c46 p22 264 N c46->p22
25782.5000 M780 648669 1 2706.5000 p17 p33 254 N p17->p33
25822.1000 M660 755940 2 6300.1000 p1 c69 194 N p1->p16->c69
25858.2000 M630 596377 3 7230.2000 p33 c59 179 N p33->p21->w99->c59
25889.7000 M540 922869 1 9961.7000 c57 p39 133 N c57->p39
25947.5000 M311 616734 2 16773.5000 w87 c47 20 N w87->c78->c47
25995.7000 M794 895914 2 2518.7000 w99 w106 258 N w99->w112->w106
26019.1000 M722 542099 1 4658.1000 c60 c66 222 N c60->c66
26034.6000 M661 545778 3 6483.6000 w116 w95 191 N w116->w110->c41->w95
26101.2000 M435 926263 1 13304.2000 c43 c53 78 N c43->c53
26223.2000 M433 791244 1 13484.2000 p35 c71 75 N p35->c71
26232.9000 M440 885723 4 13286.9000 w114 w93 78 N w114->w100->w105->c71->w93
26244.7000 M568 618982 2 9461.7000 t121 w89 142 N t121->w84->w89
26371.9000 M588 855650 5 8988.9000 p7 c40 150 N p7->p13->p0->p35->w93->c40
26407.9000 M674 674183 2 6463.9000 p26 c79 192 N p26->w110->c79
26445.7000 M707 958487 1 5532.7000 p0 c66 207 N p0->c66
26487.1000 M733 529817 2 4805.1000 p22 c66 219 N p22->p32->c66
26527.5000 M335 934364 1 16665.5000 c53 p22 22 N c53->p22
26550.4000 M850 682911 1 1440.4000 c47 w110 275 N c47->w110
26553.4000 M547 699546 2 10398.4000 c58 c74 126 N c58->c52->c74
26577.0000 M369 997234 4 15716.0000 p22 p26 38 N p22->w106->p24->w106->p26
26594.9000 M390 875009 4 15125.9000 c53 w118 47 N c53->c77->p16->c70->w118
26726.0000 M338 697599 2 16775.0000 p34 p32 20 N p34->c53->p32
26841.7000 M728 777845 1 5307.7000 w101 c60 211 N w101->c60
26841.9000 M480 902484 5 12717.9000 t123 c75 88 N t123->t121->p36->c73->p11->c75
26858.3000 M668 637227 1 7101.3000 c48 p30 181 N c48->p30
26871.0000 M672 726510 1 6990.0000 c72 w89 183 N c72->w89
26900.1000 M620 586875 2 8580.1000 c66 p23 156 N c66->c60->p23
26915.0000 M812 709124 2 2917.0000 p24 w118 251 N p24->w85->w118
26964.1000 M624 651662 2 8528.1000 c72 c45 157 N c72->c55->c45
26994.9000 M364 558012 2 16277.9000 c60 w117 28 N c60->w109->w117
27016.7000 M749 721309 2 4858.7000 w81 p30 219 N w81->c65->p30
27025.8000 M797 539829 4 3461.8000 c69 w85 242 N c69->c59->w114->p15->w85
27040.9000 M632 625998 4 8348.9000 c58 c75 160 N c58->p23->w110->w116->c75
27080.7000 M622 547758 4 8698.7000 p1 w105 155 N p1->w114->t121->t122->w105
27230.8000 M520 932677 5 11899.8000 w94 w117 101 N w94->p19->c56->w112->w105->w117
27234.6000 M645 928664 4 8155.6000 w88 w117 164 N w88->w94->p36->w105->w117
27280.2000 M744 806839 2 5266.2000 w104 w81 212 N w104->p5->w81
27321.3000 M866 852735 1 1729.3000 c63 p12 271 N c63->p12
27324.3000 M788 907067 2 4013.3000 p32 c79 233 N p32->p6->c79
27325.0000 M761 913303 1 4807.0000 p12 c63 219 N p12->c63
27361.8000 M545 924032 3 11271.8000 p24 p1 112 N p24->w106->p4->p1
27387.4000 M553 996785 2 11054.4000 p20 w91 115 N p20->c60->w91
27417.2000 M328 576231 5 17756.2000 c72 c40 4 N c72->w113->p21->w112->w105->c40
27493.8000 M340 848815 3 17488.8000 c76 w104 8 N c76->c64->w83->w104
27543.0000 M366 857252 2 16768.0000 p14 c79 20 N p14->p28->c79
27545.4000 M829 554613 2 3063.4000 p24 c51 248 N p24->w105->c51
27592.4000 M416 740646 1 15351.4000 c60 c70 44 N c60->c70
27638.5000 M643 755955 3 8611.5000 c66 p6 156 N c66->c60->c57->p6
27664.8000 M563 606241 6 11029.8000 w89 p9 116 N w89->c78->p23->t125->p24->w85->p9
27670.3000 M550 971544 4 11425.3000 w86 c71 109 N w86->w83->p13->p29->c71
27719.6000 M742 546684 1 5765.6000 c68 w105 203 N c68->w105
27787.9000 M556 905868 1 11365.9000 p0 w119 110 N p0->w119
27795.0000 M897 965529 1 1275.0000 c71 w104 278 N c71->w104
27804.8000 M432 982219 1 15093.8000 p21 c79 48 N p21->c79
27814.2000 M464 634186 1 14179.2000 w90 c44 63 N w90->c44
27827.0000 M591 950717 3 10354.0000 p19 w80 127 N p19->p13->p18->w80
27838.7000 M720 804698 2 6532.7000 c70 c79 191 N c70->c46->c79
27842.3000 M456 617520 2 14434.3000 p21 c46 59 N p21->w112->c46
27881.9000 M434 870028 2 15116.9000 p19 c75 48 N p19->p4->c75
27902.7000 M476 841035 5 13895.7000 w107 t121 68 N w107->c45->c75->t120->t122->t121
27925.5000 M594 510481 2 10368.5000 c63 w93 127 N c63->w86->w93
27957.8000 M423 919389 3 15497.8000 w92 w82 41 N w92->w83->c49->w82
27988.0000 M719 852139 2 6716.0000 t124 c65 188 N t124->c63->c65
28019.6000 M455 956880 2 14640.6000 c45 w97 55 N c45->c75->w97
28025.5000 M585 561994 2 10727.5000 p4 p19 121 N p4->w119->p19
28029.0000 M930 656728 1 537.0000 t120 p6 291 N t120->p6
28040.6000 M402 992161 1 16211.6000 w103 c68 29 N w103->c68
28048.7000 M447 693127 3 14898.7000 c55 w113 51 N c55->w83->p18->w113
28068.6000 M810 741440 1 4130.6000 p15 w110 231 N p15->w110
28079.7000 M716 857390 1 6892.7000 w98 w88 185 N w98->w88
28111.3000 M765 804727 3 5482.3000 p33 c42 208 N p33->w111->p31->c42
28135.4000 M813 696665 4 4104.4000 c78 w103 231 N c78->p21->w112->t125->w103
28141.3000 M654 557306 3 8803.3000 c71 c55 153 N c71->c61->p6->c55
28142.2000 M934 519154 1 533.2000 c59 w81 291 N c59->w81
28229.9000 M647 692589 1 9096.9000 c65 c54 148 N c65->c54
28306.3000 M814 712561 2 4245.3000 c69 t120 229 N c69->p28->t120
28314.6000 M609 791349 4 10316.6000 p28 w109 128 N p28->w106->p24->w106->w109
28331.3000 M710 618963 3 7328.3000 w92 c74 177 N w92->w94->p36->c74
28456.7000 M685 735581 1 8198.7000 p18 w88 163 N p18->w88
28457.7000 M808 559698 1 4572.7000 p32 w92 223 N p32->w92
28467.5000 M890 956065 1 2159.5000 w92 w95 264 N w92->w95
28469.2000 M670 798758 4 8649.2000 p29 p14 155 N p29->w80->p34->p0->p14
28511.7000 M468 526731 2 14751.7000 p16 p3 54 N p16->w89->p3
28514.3000 M882 646121 3 2447.3000 c44 p3 259 N c44->t120->w89->p3
28644.9000 M596 907968 7 11036.9000 p31 c40 116 N p31->w85->p19->w113->p21->p16->c57->c40
28658.7000 M441 892501 5 15686.7000 c51 c74 38 N c51->c47->w98->c56->p35->c74
28659.6000 M759 791190 1 6204.6000 c62 w90 196 N c62->w90
28700.4000 M507 656610 2 13766.4000 c62 c67 70 N c62->p38->c67
28705.2000 M484 911506 3 14460.2000 c43 p31 58 N c43->c77->w95->p31
28787.7000 M885 595333 3 2632.7000 p10 c71 256 N p10->p32->w100->c71
28789.4000 M633 742634 1 10065.4000 c68 c45 132 N c68->c45
28801.8000 M809 813529 1 4891.8000 c63 p30 218 N c63->p30
28841.1000 M756 530199 3 6474.1000 w108 c47 192 N w108->w115->w93->c47
28849.6000 M562 780049 3 12246.6000 p9 w84 95 N p9->w118->c62->w84
28895.6000 M442 559077 3 15894.6000 w95 w100 35 N w95->p28->c67->w100
28989.9000 M687 859056 1 8673.9000 w88 c79 155 N w88->c79
29054.4000 M623 676386 2 10646.4000 c49 c58 122 N c49->c75->c58
29195.8000 M741 956215 5 7272.8000 c79 c55 178 N c79->w97->p30->w83->w89->c55
29280.6000 M666 715087 4 9586.6000 p2 c44 140 N p2->p3->w106->p26->c44
29297.1000 M795 664310 1 5787.1000 c58 c54 203 N c58->c54
29416.6000 M747 644852 2 7312.6000 p26 p37 178 N p26->c73->p37
29493.4000 M531 920698 4 13823.4000 p33 c47 69 N p33->p2->w106->p13->c47
29496.2000 M896 684261 2 3006.2000 c70 c47 249 N c70->p13->c47
29562.1000 M952 515170 1 1417.1000 p25 c71 276 N p25->c71
29570.5000 M603 555939 1 11752.5000 p34 w95 104 N p34->w95
29618.9000 M911 653433 1 2698.9000 w100 p17 255 N w100->p17
29701.0000 M971 634926 1 1011.0000 p29 p33 283 N p29->p33
29766.7000 M867 617538 1 4145.7000 c78 c41 230 N c78->c41
29817.9000 M513 967610 5 14706.9000 p17 w111 54 N p17->c53->p21->p4->w89->w111
29829.1000 M496 956189 5 15217.1000 c60 w84 46 N c60->w85->p19->w91->p10->w84
29831.6000 M617 694866 3 11606.6000 w83 p7 106 N w83->p4->w95->p7
29890.2000 M412 903144 2 17765.2000 t120 w118 3 N t120->c59->w118
29982.0000 M705 920215 2 9124.0000 c46 w119 147 N c46->p13->w119
29990.7000 M702 535948 2 9222.7000 p34 c45 146 N p34->t124->c45
30003.7000 M572 557691 2 13108.7000 w111 p6 81 N w111->p33->p6
30007.3000 M576 596269 4 12991.3000 w82 p27 83 N w82->c46->c61->c43->p27
30031.8000 M712 576106 3 8969.8000 w92 c47 150 N w92->p18->w98->c47
30037.7000 M958 860822 1 1714.7000 t124 p24 271 N t124->p24
30046.5000 M437 601091 4 17195.5000 p34 t120 13 N p34->w94->t125->w103->t120
30064.6000 M785 562579 3 6838.6000 c64 p24 186 N c64->w83->p4->p24
30068.0000 M727 826133 3 8561.0000 w106 p24 157 N w106->p3->p4->p24
30073.4000 M777 728892 2 7084.4000 w114 p4 181 N w114->p14->p4
30233.3000 M1015 639195 1 260.3000 w90 c47 295 N w90->c47
30293.9000 M791 966547 1 6900.9000 p20 w94 184 N p20->w94
30305.8000 M772 593402 3 7459.8000 t123 c48 175 N t123->p23->c60->c48
30324.8000 M673 714979 3 10413.8000 p19 c76 126 N p19->w88->w100->c76
30332.8000 M679 832223 3 10240.8000 w111 p39 129 N w111->w80->p10->p39
30334.0000 M511 678034 5 15280.0000 p37 p26 45 N p37->w112->w99->p0->w119->p26
30355.1000 M921 991846 2 3146.1000 p8 p2 247 N p8->w111->p2
30362.8000 M760 797508 1 7873.8000 p39 w84 168 N p39->w84
30386.1000 M965 893101 1 1872.1000 p19 p18 268 N p19->p18
30426.6000 M762 585164 3 7881.6000 c60 c40 168 N c60->p31->p4->c40
30455.4000 M704 543036 3 9628.4000 p36 c59 139 N p36->p5->w102->c59
30489.8000 M474 854351 1 16548.8000 c56 c50 24 N c56->c50
30554.4000 M699 922016 3 9872.4000 p18 c63 135 N p18->p3->p30->c63
30595.4000 M879 510178 1 4616.4000 p14 p12 223 N p14->p12
30692.0000 M1014 733329 2 745.0000 c61 c41 287 N c61->c70->c41
30714.5000 M589 663382 7 13301.5000 c42 w84 78 N c42->c71->w112->w99->p37->p38->p20->w84
30747.4000 M444 575335 3 17689.4000 p39 c62 5 N p39->p32->w100->c62
30796.9000 M862 753947 1 5330.9000 c63 w103 211 N c63->w103
30833.9000 M506 796298 1 15927.9000 w82 c63 34 N w82->c63
30838.2000 M516 662678 1 15630.2000 c52 p23 39 N c52->p23
30886.6000 M485 920154 4 16614.6000 w104 p15 23 N w104->w102->p38->p20->p15
30890.2000 M714 878086 4 9767.2000 w115 p15 137 N w115->w93->p38->p20->p15
30904.1000 M1000 569202 3 1360.1000 w95 w97 277 N w95->p7->t125->w97
30912.1000 M893 854622 1 4513.1000 c67 p30 224 N c67->p30
30920.6000 M575 997759 2 13935.6000 w100 p21 67 N w100->c49->p21
30939.9000 M543 642172 3 14915.9000 w115 p24 51 N w115->c59->p26->p24
30945.2000 M964 634946 2 2460.2000 p38 w105 258 N p38->c67->w105
30981.5000 M497 762282 5 16338.5000 p16 w92 27 N p16->w91->t120->t122->p6->w92
30985.6000 M982 753709 1 1988.6000 c58 c78 266 N c58->c78
30987.6000 M460 806829 3 17471.6000 w108 c45 8 N w108->w115->w93->c45
31000.8000 M781 769546 1 7895.8000 w115 t124 168 N w115->t124
31007.4000 M957 855762 3 2713.4000 p29 p30 254 N p29->t122->w105->p30
31091.7000 M715 593260 3 9937.7000 w119 c75 134 N w119->c53->w80->c75
31196.8000 M700 857661 2 10487.8000 p11 c58 125 N p11->p8->c58
31198.8000 M970 957950 1 2542.8000 w103 p36 257 N w103->p36
31205.2000 M818 701888 3 7034.2000 w109 w97 182 N w109->c68->p4->w97
31252.1000 M457 804729 4 17816.1000 w104 p35 3 N w104->p38->p17->w80->p35
31313.2000 M767 615532 2 8620.2000 c41 p29 156 N c41->w92->p29
31361.2000 M796 913033 2 7823.2000 t120 w86 169 N t120->c61->w86
31374.2000 M855 783015 3 6113.2000 c62 p35 198 N c62->c78->p9->p35
31395.3000 M901 567740 3 4764.3000 c44 t123 220 N c44->p6->t124->t123
31415.6000 M667 987178 3 11689.6000 p3 w97 105 N p3->w92->w100->w97
31462.6000 M729 668071 1 9900.6000 w82 p30 134 N w82->p30
31478.2000 M902 899500 1 4813.2000 p9 p11 219 N p9->p11
31500.4000 M773 749587 3 8622.4000 c42 p35 156 N c42->w106->p31->p35
31537.3000 M605 586944 1 13665.3000 p6 p29 72 N p6->p29
31584.2000 M528 539440 6 16001.2000 w110 p31 33 N w110->w116->c78->p33->w99->p11->p31
31630.9000 M806 676111 1 7805.9000 c64 p17 169 N c64->p17
31652.4000 M851 946379 2 6508.4000 w89 c62 191 N w89->p3->c62
31675.9000 M601 959985 1 13919.9000 c73 p28 68 N c73->p28
31714.5000 M872 559158 2 5940.5000 w105 p5 200 N w105->w106->p5
31755.4000 M950 584194 4 3668.4000 p37 p30 238 N p37->p32->w88->c75->p30
31765.0000 M536 974890 2 15950.0000 p16 c75 34 N p16->w89->c75
31794.2000 M914 695013 1 4786.2000 w108 p27 220 N w108->p27
31813.1000 M922 691124 1 4570.1000 c68 p2 223 N c68->p2
31827.1000 M669 685183 2 12040.1000 c75 w113 99 N c75->c45->w113
31954.2000 M835 836874 2 7294.2000 p14 p27 178 N p14->w106->p27
31979.3000 M533 861450 4 16251.3000 w85 c58 29 N w85->w113->p16->w118->c58
32017.1000 M592 711959 2 14510.1000 p5 c75 58 N p5->w93->c75
32022.6000 M717 986551 1 10806.6000 p39 c47 119 N p39->c47
32131.6000 M691 703060 4 11690.6000 w94 w118 105 N w94->p36->p4->c53->w118
32163.8000 M817 603720 2 8021.8000 p23 w118 166 N p23->c60->w118
32184.3000 M894 956687 2 5759.3000 w85 c54 204 N w85->w119->c54
32223.3000 M629 650414 2 13623.3000 w91 w85 72 N w91->p28->w85
32241.6000 M832 541001 2 7672.6000 c74 p19 172 N c74->p31->p19
32275.7000 M999 596434 1 2764.7000 w92 p30 253 N w92->p30
32332.3000 M800 528563 2 8679.3000 p21 w118 155 N p21->p22->w118
32382.0000 M924 514597 3 5080.0000 p17 p8 215 N p17->w88->c51->p8
32393.7000 M726 559955 4 10916.7000 w85 p23 118 N w85->p18->p3->p13->p23
32425.3000 M969 681032 2 3796.3000 w82 p6 236 N w82->p30->p6
32476.7000 M876 798147 1 6580.7000 c79 c53 190 N c79->c53
32479.5000 M789 853486 3 9142.5000 c52 w88 147 N c52->p38->p32->w88
32530.0000 M642 573089 3 13537.0000 w113 c56 74 N w113->w100->w113->c56
32535.9000 M737 734920 3 10734.9000 c72 c64 121 N c72->p31->c63->c64
32560.7000 M1036 662474 1 1962.7000 p7 p15 267 N p7->p15
32570.7000 M826 660306 2 8169.7000 c41 c55 163 N c41->w88->c55
32586.0000 M662 882695 2 13007.0000 w92 w96 83 N w92->w118->w96
32642.2000 M913 967777 1 5663.2000 p22 c77 205 N p22->c77
32724.7000 M564 833130 3 16063.7000 w108 c77 32 N w108->w115->p12->c77
32765.5000 M698 668482 4 12111.5000 w113 t123 98 N w113->w114->w94->p22->t123
32772.1000 M665 891776 3 13108.1000 w91 p11 81 N w91->t120->c59->p11
32797.0000 M692 837016 2 12322.0000 w85 w109 94 N w85->p24->w109
32797.6000 M963 868332 1 4340.6000 p9 c68 227 N p9->c68
32801.5000 M546 836503 3 16678.5000 p21 p28 22 N p21->w112->w94->p28
32815.4000 M975 552524 1 4017.4000 c40 c79 233 N c40->c79
32825.2000 M956 720954 2 4562.2000 t120 c41 223 N t120->w103->c41
32853.7000 M899 719756 2 6280.7000 c71 p39 195 N c71->p30->p39
32869.1000 M878 928676 2 6919.1000 c78 c69 184 N c78->p9->c69
32901.9000 M541 884888 1 16939.9000 w116 w111 17 N w116->w111
32909.5000 M663 796724 2 13305.5000 c70 c73 78 N c70->c46->c73
32936.3000 M828 582670 2 8484.3000 p16 c79 158 N p16->w110->c79
33123.5000 M883 693644 2 7029.5000 w109 c79 182 N w109->c48->c79
33131.2000 M1067 536932 2 1613.2000 w83 p30 273 N w83->c70->p30
33163.2000 M1062 574048 1 1796.2000 c63 c68 270 N c63->c68
